,supplier_name,water_usage_per_capita,total_population_served,reported_final_total_potable_water_production,final_percent_residential_use,reported_recycled_water,percent_non_revenue,climate_zone,county_under_drought_declaration,precip,ETo_mm,max_temp,min_temp,avg_temp,palmer_hydro,palmer_z_index,DissolvedOxygen,pH,ElectricalConductance,cluster,pca_1,pca_2
51,California Water Service Company Palos Verdes,0.02019912277015634,70262.91666666667,1418.7546296296296,82.30185185185185,0.0,0.05872013405692537,6,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.337086295282301,148.0,0,0.7880560994563337,0.7830074579120804
52,California Water Service Company Redwood Valley,0.008747721357664993,3295.546296296296,28.791666666666668,93.50185185185185,0.0,2.7566186816006084,2,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.28019487270225,148.0,0,-0.35435733338037917,-0.35847665732399053
53,California Water Service Company Salinas District,0.010664780111022587,122634.33333333333,1307.8092592592593,60.88703703703704,0.0,0.061755040151274795,3,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.162323966597603,148.0,0,0.8571913261653499,0.657179484200915
54,California Water Service Company Selma,0.013322334156731418,25745.48148148148,342.2675925925926,76.79722222222223,0.0,0.25597479830636677,13,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,5.051481481481481,8.008563072683245,148.0,0,0.502022412809619,0.4706031955580142
55,California Water Service Company South San Francisco,0.009022785067220497,62624.583333333336,564.3481481481481,42.39351851851852,0.0,0.13912800588563087,3,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,3.423888888888889,8.036314054789594,148.0,0,0.8866308614359687,1.233269940906915
56,California Water Service Company Stockton,0.01121671847922291,172891.40740740742,1938.8037037037036,58.721296296296295,0.0,0.04238542086022564,12,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,13.130515074687857,7.7512929389051966,148.0,0,0.5123501773205816,-0.8035423859862632
57,California Water Service Company Visalia,0.016379914848794957,144399.62962962964,2363.8333333333335,70.10833333333333,0.0,0.08285765985443616,13,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.9021722755076595,148.0,0,0.7649706657442761,0.09699141065026226
58,California Water Service Company Westlake,0.028083024046502987,19472.98148148148,546.8227777777778,72.67962962962963,0.0,0.16167991224223985,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.028112045374055,148.0,0,0.22894190589259245,-0.15465507757881058
59,California Water Service Company Willows,0.013484280928560965,7160.7962962962965,96.54166666666667,72.7611111111111,0.0,0.8931782988262108,11,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,11.202777777777776,7.885220554508913,148.0,0,-0.3227671173139911,-1.1309815246001644
60,California-American Water Company Los Angeles District,0.014892773006308303,102034.4074074074,1519.5496296296294,77.01870370370371,0.0,0.053343966100897165,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.33602657665876,148.0,0,0.9002047840214958,0.9053490143364175
61,California-American Water Company Monterey District,0.008359895781210512,93826.0,784.2685185185185,66.0637962962963,86.79675925925925,0.10094760310550975,3,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.872426665641819,148.0,0,0.6207375361695953,-0.04772878528906945
62,California-American Water Company Sacramento District,0.011232556591096452,203287.80555555556,2283.659074074074,76.75481481481482,0.0,0.0379631668138358,12,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,14.075875183170787,7.619620169632878,178.54022633744856,0,0.4354738051526219,-1.3039763247323304
63,California-American Water Company San Diego District,0.0087691500194401,94347.41666666667,827.2237962962963,68.86120370370371,0.0,0.09630806285827417,7,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.232281205858689,148.0,0,0.8116057477366795,0.6875918670673645
64,California-American Water Ventura District,0.018632030737435197,63126.93518518518,1175.921388888889,66.38388888888889,0.0,0.07052526716571027,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.077345358868142,148.0,0,0.6128294421238232,0.2821154625053094
65,Camarillo  City Of,0.013035053603769843,48392.92592592593,630.5661111111111,60.56611111111111,23.53009259259259,2.109140970637831,6,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.309164254538329,148.0,0,0.5140424345126187,0.6063231722940796
66,Cambria Community Services District,0.009248520010798683,6083.1,56.1295,60.025,0.0,4.134888511055267,5,0.21,1.5544,126.81021551454596,72.95,47.614,60.288000000000004,-2.6042,-0.7395,9.98,8.312545621693122,148.0,1,-3.204947046378237,1.2226849174475785
67,Camrosa Water District,0.018752776539790635,34672.84782608696,648.8240217391304,69.63673913043478,1.3456521739130434,2.2292417503392685,6,0.1956521739130435,1.5503260869565216,129.25698228712264,73.2695652173913,47.85,60.56739130434782,-2.8365217391304345,-0.7358695652173913,8.866666666666667,8.241317765294523,148.0,1,-3.6558669512825026,2.217982498765442
68,Carlsbad Municipal Water District,0.013963449267311008,88824.32407407407,1237.4546296296296,65.9525925925926,326.9754629629629,0.0656391413955148,7,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.05208561720559,148.0,0,0.7015976411011468,0.31651220372169203
69,Carmichael Water District,0.011653523650013726,38835.04878048781,455.655487804878,78.16256097560975,0.0,3.776681384697681,12,0.25609756097560976,1.5757317073170733,128.46422383021672,73.07073170731708,47.735365853658536,60.40731707317073,-2.8390243902439027,-0.6973170731707317,14.78596093025733,7.611076924205268,199.534891598916,1,-3.5486762907912284,-0.7804001023602002
70,Carpinteria Valley Water District,0.02257379235448489,14977.121495327103,337.7423364485981,43.58682242990654,0.0,6.887884250955966,6,0.19626168224299065,1.5993457943925233,127.00024492010468,72.69906542056074,47.52056074766355,60.11682242990654,-2.4370093457943924,-0.6630841121495328,8.866666666666667,8.335619562420964,148.0,1,-1.3622456044565667,0.8209938005557156
71,Casitas Municipal Water District,0.06605290218577103,12846.666666666666,768.3648148148147,30.875555555555554,0.0,3.653202093189021,10,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.665777317962783,148.0,0,-0.32071388311484467,-0.979390661342048
