,supplier_name,water_usage_per_capita,total_population_served,reported_final_total_potable_water_production,final_percent_residential_use,reported_recycled_water,percent_non_revenue,climate_zone,county_under_drought_declaration,precip,ETo_mm,max_temp,min_temp,avg_temp,palmer_hydro,palmer_z_index,DissolvedOxygen,pH,ElectricalConductance,cluster,pca_1,pca_2
100,Desert Water Agency,14.257498826218747,78123.09523809524,1088987.732095238,66.43666666666667,0.0,0.0002690232433538274,15,0.2,1.6585238095238095,125.62089413946272,72.41333333333333,47.34857142857143,59.88761904761905,-2.5092380952380955,-0.6501904761904762,8.41531746031746,8.348948329738398,148.0,0,1.1508126410195079,0.5279449140181185
101,Diablo Water District,0.003642154633455376,40969.13888888889,149.20510185185185,82.31527777777777,0.0,0.5219626159466432,12,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,13.230917484685522,7.777006607418337,148.0,0,0.05239322696223834,-1.2958578402545307
102,Dinuba  City Of,0.004966597650278954,25204.855263157893,125.46131578947367,67.09342105263158,0.0,5.159728837618495,13,0.23684210526315788,1.6253947368421053,124.75323928710625,72.66052631578947,47.45131578947369,60.06184210526315,-2.913684210526316,-0.7114473684210526,8.866666666666667,7.709940566856099,148.0,1,-1.8735731459348193,-0.9426036942900953
103,Discovery Bay Community Services District,37.61175468845879,15553.935483870968,559214.6096774194,78.65053763440861,0.3118279569892473,0.8764349612276683,12,0.11827956989247312,1.6915591397849463,126.32170591124688,72.64193548387097,47.534408602150535,60.097849462365595,-2.6943010752688172,-0.6023655913978495,12.627708835262041,7.778868758298767,148.0,0,-0.04602421564068598,-1.912183662236381
104,Downey  City Of,0.01050632519232577,112101.11111111111,1177.7027777777778,74.71574074074074,60.92138888888889,0.2652077958852698,8,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.311894613462668,148.0,0,0.9011733260610537,0.8788044165765793
105,Dublin San Ramon Services District,0.0028612663912381702,88843.00925925926,254.67871296296295,74.49293518518519,70.71432544444444,5.568490033613774,12,0.1574074074074074,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.993817540127407,148.0,0,0.28209475793248395,-0.20673624760367768
106,East Bay Municipal Utilities District,0.0028844486041363702,1401056.074766355,4038.76523364486,59.929906542056074,0.0,0.03563207748670868,3,0.19626168224299065,1.6439719626168225,126.2566993802734,72.5018691588785,47.38317757009346,59.950467289719626,-2.4245794392523363,-0.6081308411214954,8.866666666666667,8.300804071501158,148.0,0,1.7041469737388941,1.4397260975099988
107,East Niles Community Service District,0.021728620927786952,30975.058823529413,667.1176470588235,71.08235294117647,0.0,0.12149257598543116,13,0.15294117647058825,1.604470588235294,126.85672625603924,72.88470588235293,47.63058823529412,60.26588235294118,-2.907882352941176,-0.7165882352941176,8.966068012053306,8.236189860792802,148.0,1,-1.9709699300151562,1.0728211169133932
108,East Orange County Water District,0.02946830868407972,3260.801886792453,95.8127358490566,95.75094339622642,0.0,2.6508352290908435,8,0.12264150943396226,1.6546698113207547,126.0630990459481,72.54150943396226,47.43207547169811,59.994339622641505,-2.4766981132075467,-0.5965094339622642,8.866666666666667,7.968444142611526,148.0,0,-0.4320556320168243,-1.1944007505941805
109,"East Palo Alto, City Of",2.1366916797809523,28553.22105263158,60747.65136842105,80.03746947368421,0.0,3.2712772494669116,3,0.21052631578947367,1.6230526315789473,126.24627442627329,72.89684210526316,47.67894736842105,60.29684210526315,-2.622,-0.6423157894736843,3.428526315789474,8.139919809619299,148.0,1,-0.9882885390148499,1.489725246935474
110,East Valley Water District,0.014578150987373077,102423.48148148147,1492.1833333333332,77.78703703703704,0.0,0.05635550429536704,10,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.813525533108866,8.329767540929579,148.0,0,0.8908903041261014,0.8679535276686503
111,Eastern Municipal Water District,0.011250854064942518,585279.1203703703,6561.361111111111,76.24074074074075,0.0,2.14849331941567,10,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.427160493827161,8.320761053335765,148.0,0,1.2792181014124413,1.2188247763900293
112,El Centro  City Of,4581.230576133947,45431.33644859813,208127977.9906542,66.24299065420561,0.0,3.7783942125672374e-07,15,0.1588785046728972,1.651728971962617,125.93454054580016,72.40467289719626,47.32336448598131,59.87196261682243,-2.384859813084112,-0.6083177570093459,8.866666666666667,8.00378619236423,148.0,0,0.46568857028654553,-1.6597776334370673
113,El Dorado Irrigation District,0.022449139210277372,119943.92592592593,2675.7391666666667,65.52898148148148,264.4325,0.03665333362209477,12,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,9.834907407407409,8.087888410521336,148.0,0,0.7592100832016003,0.3101663203608568
114,El Monte  City Of,0.002557397207655023,22968.0,58.738299065420556,60.843364485981304,0.0,0.6114883198753828,9,0.17757009345794392,1.6484579439252336,126.52855703847253,72.55981308411215,47.452336448598125,60.01308411214953,-2.4272897196261685,-0.5900934579439252,8.655064530485092,8.311485919226245,148.0,0,0.4451825638523307,0.49564378747980364
115,El Segundo  City Of,10.288430032020104,16705.981308411214,171345.61560747665,36.86654205607476,3035351.7598130843,0.034046469115590686,6,0.14018691588785046,1.6526635514018693,125.93454054580016,72.38411214953271,47.3177570093458,59.85794392523365,-2.3350467289719625,-0.5698130841121495,8.681700044503783,8.299967938733126,148.0,0,0.9682148120006243,0.2743102754523361
116,El Toro Water District,0.012703228600817016,48439.555555555555,615.4384444444445,67.54488888888889,93.29122222222222,1.6025263810187556,8,0.15555555555555556,1.7013333333333334,123.44204304048397,72.25111111111111,47.22222222222222,59.74555555555556,-2.8866666666666667,-0.6659999999999999,8.866666666666667,7.779994530781452,148.0,0,0.8821878237396455,-1.8323337330101424
117,Elk Grove Water Service,3777.167468827572,45427.833333333336,171658620.0925926,80.47638888888889,0.0,5.362339377827669e-07,12,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,14.075875183170787,7.611874713528625,178.54022633744856,0,-0.3987708196946051,-2.8454248740416404
118,Elsinore Valley Municipal Water District,0.012170792990201348,155194.83333333334,1885.8405555555555,76.13441666666667,552.5341666666667,0.04547318247245203,10,0.16666666666666666,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.427160493827161,8.282534289762191,148.0,0,1.011901604247141,0.9462357965618736
119,Escondido  City Of,0.01183959642764664,137212.01869158878,1623.6530841121496,59.32710280373832,49.01817757009346,0.06443930949194068,10,0.16822429906542055,1.634532710280374,127.34231536327106,72.65233644859813,47.51775700934579,60.09252336448598,-2.3585981308411217,-0.6014018691588785,8.866666666666667,8.212396759203067,148.0,0,0.6669326006979285,1.064830878641881
120,Estero Municipal Improvement District,4.296121353380245,37570.09433962264,161509.3679245283,63.37924528301887,0.0,8.27097292998751,3,0.19811320754716982,1.6546698113207547,126.0630990459481,72.54150943396226,47.43207547169811,59.994339622641505,-2.4766981132075467,-0.5965094339622642,3.4245283018867925,7.858900043737256,148.0,0,0.14673992240555445,-0.08483269670021958
121,Eureka  City Of,0.002977053333766445,26927.277777777777,80.19177777777777,60.838888888888896,0.0,0.6450605661333206,1,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,10.526011169900059,7.812452575136053,148.0,0,0.09030150831291163,-0.7563657363487711
122,Exeter  City Of,4827.431237461047,10793.16923076923,52013313.56278,75.67692307692307,0.0,25.910146463341025,13,0.3076923076923077,1.7216153846153845,121.90097726422655,71.8753846153846,46.863076923076925,59.37384615384616,-3.3093846153846154,-0.6895384615384615,8.866666666666667,8.060088547061993,148.0,0,-1.5084621531099756,-5.707578928055274
123,Fair Oaks Water District,0.021653079126716848,36226.0,784.4044444444444,75.0,0.0,0.06592122668349001,12,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,14.075875183170787,7.619620169632878,178.54022633744856,0,-0.07932365841582695,-1.7200294441745885
124,Fairfield  City Of,0.005026567758573245,109848.60747663552,551.7878504672898,54.14018691588785,0.0,0.15439104197116976,12,0.19626168224299065,1.6439719626168225,126.2566993802734,72.5018691588785,47.38317757009346,59.950467289719626,-2.4245794392523363,-0.6081308411214954,13.013474143170646,7.7081670397704025,450.1066920041537,0,0.40140253843219015,-1.0791586444932195
125,Fallbrook Public Utility District,0.021797466878012504,34962.6,761.8914285714286,52.62571428571428,49.99619047619048,0.20633690801642146,10,0.19047619047619047,1.6155238095238096,126.34648349891793,72.72380952380952,47.551428571428566,60.1447619047619,-2.539714285714286,-0.6590476190476191,8.866666666666667,7.91177194506615,148.0,0,-0.8053764868108394,0.34957942755613247
126,Fillmore  City Of,2709.6950314578803,15325.683168316831,41596829.76039604,89.25564356435643,177042.60396039605,2.5122928767854815,9,0.16831683168316833,1.7161881188118813,123.82973276197622,72.14356435643565,47.18811881188119,59.672277227722766,-2.4329702970297027,-0.5137623762376238,8.866666666666667,7.751243954051134,148.0,0,1.6494192644418322,-3.28504219282233
127,Folsom  City Of,0.02304331756119313,67275.75700934579,1547.5192523364485,60.37757009345794,0.0,9.017781306940549,12,0.17757009345794392,1.6216355140186918,127.39692246546294,72.6981308411215,47.547663551401875,60.13084112149533,-2.392056074766355,-0.6093457943925233,14.020509530677057,7.614204470283652,179.08733125649013,0,-1.180517237793731,-1.596261838554052
128,Fortuna  City Of,0.002856410927957338,12057.598130841121,34.42937196261682,84.28971962616822,1.4456542056074766,1.1349329954241862,1,0.205607476635514,1.6526635514018693,125.93454054580016,72.38411214953271,47.3177570093458,59.85794392523365,-2.3350467289719625,-0.5698130841121495,10.526150422785935,8.185604745535555,148.0,0,0.622294248882155,-0.7050691765670166
129,Fountain Valley  City Of,0.012045343854000332,58653.878504672895,706.5893457943926,58.85514018691589,127.42523364485982,1.1201398361399233,6,0.1308411214953271,1.633317757009346,126.52855703847253,72.54392523364486,47.43271028037383,59.995327102803735,-2.3737383177570095,-0.6102803738317757,8.866666666666667,7.7970704416638705,148.0,0,0.24448645098201474,-0.2555250351681305
130,Fresno  City Of,2167.008757123504,536892.7009345795,1163022142.5011165,59.99607476635514,1453504.6728971964,20.897942471677222,13,0.205607476635514,1.650514018691589,126.52855703847253,72.52056074766355,47.43551401869159,59.98598130841121,-2.3498130841121494,-0.5820560747663551,5.051962616822429,8.240498660836842,148.0,0,0.1714162429053294,-0.2661138779615126
131,Fruitridge Vista Water Company,2537.4722714892196,19096.81730769231,53444003.038461536,78.7214423076923,0.0,1.3848540748985623,12,0.22115384615384615,1.6708173076923079,128.45691548904313,72.77115384615385,47.646153846153844,60.21634615384615,-2.4074999999999998,-0.5336538461538461,13.955553074831203,7.609380133422176,180.67158119658117,0,-0.4450300801784796,-2.6561247112386446
132,Fullerton  City Of,0.013801988115290915,139412.72222222222,1919.070386111111,65.7387037037037,497.9824074074074,5.19643704172194,8,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.334643399327511,148.0,0,0.6240602325044645,0.6924694377124546
133,Galt  City Of,28.758012065422353,25281.66355140187,698507.8101962617,80.52803738317758,15.272334579439251,0.7052539639888912,12,0.21495327102803738,1.6526635514018693,125.93454054580016,72.38411214953271,47.3177570093458,59.85794392523365,-2.3350467289719625,-0.5698130841121495,14.135275885817244,7.61303302687763,178.97518172377985,0,0.37242994406864405,-2.270007655893733
134,Garden Grove  City Of,0.010625021527467231,174929.6081081081,1859.3363537162163,66.8108108108108,0.0,2.5643604244256646,8,0.20270270270270271,1.625,126.63735029059073,72.95675675675676,47.67567567567568,60.321621621621624,-2.937837837837838,-0.6745945945945946,8.866666666666667,7.896929517476201,148.0,1,-1.5713107009175473,0.587854944320238
135,Georgetown Divide Public Utilities District,0.0048102247926562185,9363.101851851852,44.96109259259259,80.91296296296296,0.0,12.56314750893554,12,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,9.834907407407409,8.279331889598659,148.0,0,-0.7829892239434603,-0.8084979704425642
136,Gilroy  City Of,0.0037271414439666276,56483.648148148146,210.373,65.05092592592592,0.0,0.13224426724824956,4,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,9.644305555555556,8.231236437425844,148.0,0,0.614429246332946,0.4519230454098267
137,Glendale  City Of,0.009672281669813194,197754.12037037036,1912.9341666666664,77.825,132.5749074074074,0.09554655597402707,9,0.16666666666666666,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.30973779436317,148.0,0,1.0800982219681763,1.0059426026537017
138,Glendora  City Of,0.015989800494125968,51294.416666666664,819.6330555555555,78.73148148148148,0.0,9.097469795011923,9,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.34319439515493,148.0,0,0.06327855390327462,0.165886458893854
139,Golden State Water Company Artesia,0.008439061362655462,48365.18518518518,407.69074074074075,74.43611111111112,7.278703703703704,0.5807051205603014,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.339461597494061,148.0,0,0.6434472251066761,0.7108585023400988
140,Golden State Water Company Barstow,0.014665653408776048,31546.694444444445,462.5009259259259,58.32314814814814,0.0,1.4101998975695906,14,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.813525533108866,8.336120473267322,148.0,0,0.4534949180015487,0.623989973876856
141,Golden State Water Company Bay Point,0.006579679015567769,22504.064814814814,147.96666666666667,82.84444444444445,0.0,0.34085836759519106,12,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,13.230917484685522,7.777006607418337,148.0,0,-0.11328996883131486,-1.4352082313733523
142,Golden State Water Company Bell-Bell Gardens,0.006624316930502004,57431.06481481482,380.5,75.95462962962964,10.04351851851852,0.4043867984589827,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.342897540244142,148.0,0,0.70839602357663,0.7622794634768693
143,Golden State Water Company Claremont,0.0204969073238532,37555.06481481482,768.1342592592592,65.37592592592593,0.0,0.13219557916784133,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.341179568869102,148.0,0,0.6028491845092447,0.7359668269050798
144,Golden State Water Company Cordova,0.024391132925711854,44456.083333333336,1082.0814814814814,58.00833333333333,0.0,0.8372211452944515,12,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,14.075875183170787,7.616258875702478,178.54022633744856,0,-0.07015624235841278,-1.621753534606672
145,Golden State Water Company Culver City,0.011087485857615846,36504.166666666664,404.31666666666666,56.273148148148145,0.0,0.11894495071248302,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.304520442520444,148.0,0,0.5782860888330219,0.7089664087900078
146,Golden State Water Company Florence Graham,0.006000217997448733,65221.46296296296,391.3583333333333,79.61388888888888,0.0,0.27218750682596043,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.344615511619182,148.0,0,0.7555342829761569,0.7832411680347271
147,Golden State Water Company Norwalk,0.008010636888582097,44166.50925925926,353.9325,71.45925925925926,14.866666666666665,0.5437302267633014,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.345551258406102,148.0,0,0.6229711971187242,0.7217282584340001
148,Golden State Water Company Orcutt,0.01537175802676554,32241.814814814814,495.2527777777778,83.58981481481482,0.0,0.13466915893603426,5,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.965604528926855,148.0,0,0.3452391127269906,-0.2257789252438985
149,Golden State Water Company Placentia,0.011206324568924715,49418.0462962963,552.1351851851852,72.67962962962963,0.0,0.48642224787195576,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.18736804406692,148.0,0,0.5671450253746108,0.38643662867263967
150,Golden State Water Company S Arcadia,0.0091312038911505,26826.416666666668,245.0037037037037,87.06111111111112,0.0,0.24086594568935712,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.319622128838851,148.0,0,0.47835377906150534,0.4686772926187756
151,Golden State Water Company S San Gabriel,0.007195308398104414,27409.175925925927,197.29074074074074,80.98333333333333,1.2966666666666666,0.3872745447187175,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.303817767623324,148.0,0,0.4676443665810921,0.46884344959182317
152,Golden State Water Company San Dimas,0.015589323391420832,55166.53703703704,859.5648148148148,67.04814814814814,0.0,0.23052628954011126,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.323966708540956,148.0,0,0.7008847221813427,0.7783430680928853
153,Golden State Water Company Simi Valley,0.011284669693479911,43670.26851851852,492.40092592592595,76.56759259259259,0.0,0.1768961312316432,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.331302776441666,148.0,0,0.6269694282750655,0.6521591451444939
154,Golden State Water Company Southwest,0.008048138175591798,272761.81481481483,2194.762962962963,69.86111111111111,34.30833333333334,0.5518540797235275,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.342604937375432,148.0,0,1.1630183984272042,1.1734329939273858
155,Golden State Water Company West Orange,0.010257176129695345,112541.68518518518,1154.2416666666668,68.66388888888889,12.557407407407409,0.41646540379653096,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.345317715726761,148.0,0,0.9011811097035411,0.9477357853467218
156,Goleta Water District,0.010639476933788673,84455.05714285714,898.406761904762,49.12476190476191,2.230857142857143,0.0920758264085633,6,0.1619047619047619,1.6155238095238096,126.34648349891793,72.72380952380952,47.551428571428566,60.1447619047619,-2.539714285714286,-0.6590476190476191,8.866666666666667,8.100185229860848,148.0,0,-0.4347685747957387,0.9886251665396811
157,Great Oaks Water Company Incorporated,0.007952184528993097,103590.19047619047,822.6839047619047,77.6403619047619,0.0033047619047619045,5.181260089001936,4,0.19047619047619047,1.678809523809524,125.8979300387704,72.33904761904762,47.32952380952381,59.84095238095238,-2.380190476190476,-0.5331428571428571,9.644571428571428,7.919230390340492,148.0,0,1.3913164946782666,-1.1544628242278285
158,Greenfield County Water District,6081.7227805767425,11379.515151515152,69248514.48484848,80.10909090909091,0.0,2.3097014154282518e-08,4,0.5151515151515151,1.5584848484848486,118.9628407678647,71.11818181818182,45.733333333333334,58.43030303030303,-3.701212121212121,-1.0151515151515151,9.148525110411473,8.082256351392715,148.0,1,-2.688670157277715,-4.353985529449032
159,"Greenfield, City Of",0.011572645652964385,18042.69230769231,208.30185576923077,80.11778846153847,0.0,0.5684892936549111,13,0.19230769230769232,1.6676442307692307,126.63607837856267,72.47211538461539,47.42115384615385,59.95384615384615,-2.376730769230769,-0.583076923076923,8.866666666666667,7.795986014402512,148.0,0,0.7324752220422517,-1.0996731703359648
160,Groveland Community Services District,2147.6857955797523,3397.5471698113206,7295618.048018868,87.80283018867925,60674.52830188679,0.9943418336641987,12,0.19811320754716982,1.6546698113207547,126.0630990459481,72.54150943396226,47.43207547169811,59.994339622641505,-2.4766981132075467,-0.5965094339622642,9.687272012578617,8.10354323084673,148.0,0,-0.49445925590674433,-1.5295580816716199
161,Grover Beach  City Of,0.015453641988162665,13189.619047619048,205.8579365079365,79.84079365079366,0.0,0.5930757525913085,5,0.14285714285714285,1.5511904761904762,129.2604324243808,73.78571428571429,48.403174603174605,61.1,-3.1401587301587304,-0.8057142857142857,9.98,8.379613122123285,148.0,1,-5.326726231305805,2.8477813718080154
162,Hanford  City Of,5272.765026101681,58888.95327102804,310338140.57009345,65.79383177570094,0.0,0.03157790810609728,13,0.14018691588785046,1.6339719626168225,127.3948798505907,72.68317757009346,47.51401869158879,60.106542056074765,-2.3833644859813083,-0.5850467289719626,7.633520249221183,8.178814209068882,148.0,0,-0.1903232112836512,-0.5876359254251836
163,Hawthorne  City Of,0.007332115744317157,44596.305555555555,326.86388888888894,80.64814814814815,0.0,0.23800143350217676,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.330543327454437,148.0,0,0.6371474579220446,0.6560686886083634
164,Hayward  City Of,3.4877686373835024,159137.261682243,554938.7289719626,60.308411214953274,6122.1682242990655,9.481934902455341e-05,3,0.1588785046728972,1.6439719626168225,126.2566993802734,72.5018691588785,47.38317757009346,59.950467289719626,-2.4245794392523363,-0.6081308411214954,8.854343903759792,8.195815254632802,576.0,0,1.0042601979331298,0.6856427063154262
165,Healdsburg  City Of,3887.1866953320255,11693.084112149532,45507285.64485981,70.0,3285263.2803738317,0.08742285086036639,2,0.16822429906542055,1.6523831775700935,125.93454054580016,72.40093457943925,47.31495327102804,59.865420560747665,-2.42607476635514,-0.6213084112149533,12.832404539385847,7.782858774662513,148.0,0,-0.2775223627064158,-2.9610915767427066
166,Helix Water District,0.008120566534844711,274384.7962962963,2225.2078703703705,78.84722222222223,0.0,0.6857055193670974,10,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.325631705485872,148.0,0,1.1345561472398744,1.0469239058107043
167,Hemet  City Of,0.013964772876960298,30651.647058823528,433.16295098039217,64.12058823529412,0.0,0.2808225619960029,10,0.19607843137254902,1.7033823529411765,125.40435492611034,72.00098039215686,47.061764705882354,59.53823529411764,-2.401078431372549,-0.5650000000000001,8.473856209150327,8.300684510841373,148.0,0,2.6558958003282873,-0.8961489391338848
168,Hesperia Water District City Of,0.011892353014127452,94815.02884615384,1127.1634615384614,79.80653846153845,0.9464711538461539,0.03524152979546101,14,0.09615384615384616,1.5985576923076923,127.04343781976542,72.90865384615384,47.700961538461534,60.3125,-2.5576923076923075,-0.6675,8.760520104895106,8.351688977688978,148.0,1,-0.9558277230302099,1.84582957774895
169,Hi-Desert Water District,0.00954432965412171,25166.98148148148,239.96759259259258,70.04916666666666,0.0,0.2302585122277822,14,0.1388888888888889,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.813525533108866,8.327061619226814,148.0,0,0.4615023719045779,0.5527142461692655
170,Hillsborough  Town Of,6.750291988811509,10980.714285714286,73456.0058095238,83.50952380952381,0.0,0.031177567561107608,3,0.2,1.6693809523809524,125.58877518689941,72.48095238095237,47.40571428571429,59.951428571428565,-2.444571428571429,-0.5681904761904761,3.424857142857143,8.002325381331849,148.0,0,0.8982269155825938,0.08098144614536179
171,Hollister  City Of,3696.112078698061,22549.08,83374657.83706667,69.42800000000001,0.0,0.0029406991163768662,4,0.2,1.6046666666666667,127.73506717130806,73.232,47.896,60.56933333333333,-2.9230666666666667,-0.6821333333333334,8.866666666666667,8.387626679894181,148.0,1,-2.958138984585071,0.8152403747387814
172,Humboldt Bay Municipal Water District,0.02895761321341284,598.7850467289719,17.00108411214953,16.308570093457945,0.0,0.7285455382772575,1,0.205607476635514,1.652196261682243,126.2566993802734,72.4607476635514,47.37757009345794,59.927102803738315,-2.343644859813084,-0.5739252336448598,10.526150422785935,8.133077750067269,148.0,0,-0.4090728389972964,-0.9820342312697105
173,Humboldt Community Service District,1707.6839073837884,20481.939759036144,36540846.19108434,62.57433734939759,0.0,4.1762344467850445,1,0.14457831325301204,1.6340963855421686,125.72509038614146,72.6012048192771,47.39277108433735,60.00481927710843,-2.909879518072289,-0.7191566265060241,10.49938802830369,8.033702285331804,148.0,1,-1.6750986741548406,-1.194075636570933
174,Huntington Beach  City Of,0.010756655737180949,197623.44339622642,2123.835471698113,73.7,91.89528301886791,0.027389041308245987,6,0.16981132075471697,1.6191037735849056,126.62533988366805,72.50943396226415,47.366981132075466,59.945283018867926,-2.3716037735849054,-0.603867924528302,8.866666666666667,8.234248823234267,148.0,0,0.6848468223690756,1.014645566827095
175,Huntington Park  City Of,0.00557148377674736,62883.02857142857,349.67619047619047,70.9475238095238,0.0,0.19567415225847923,8,0.13333333333333333,1.6693809523809524,125.58877518689941,72.48095238095237,47.40571428571429,59.951428571428565,-2.444571428571429,-0.5681904761904761,8.658562358276644,8.32197644604073,148.0,0,1.2929229759294159,0.38416146578794763
176,"Imperial, City Of",4014.2814171833024,19074.066666666666,76593819.77324761,79.98428571428572,0.0,11.372421754501234,15,0.05714285714285714,1.6689047619047621,126.22622523199551,72.49333333333334,47.410476190476196,59.95904761904762,-2.4574285714285713,-0.5773333333333333,8.866666666666667,7.772648837228302,148.0,0,-0.6191765890026328,-3.0429390965428555
177,Indian Wells Valley Water District,4891.008455902496,32647.037037037036,159209324.6111111,83.60185185185185,0.0,0.3272413778616341,14,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.922333665691305,148.0,0,-0.18719578315429897,-1.7959255513822219
178,Indio  City Of,0.006026310216562158,87951.98113207547,529.5771698113208,72.0754716981132,0.0,0.4611069269574983,15,0.16981132075471697,1.6546698113207547,126.0630990459481,72.54150943396226,47.43207547169811,59.994339622641505,-2.4766981132075467,-0.5965094339622642,8.3937106918239,8.297076439234335,148.0,0,0.9070227616674061,0.6646785571100357
179,Inglewood  City Of,0.008387959080863086,86684.63888888889,725.3007777777777,72.09092592592593,60.050222222222224,0.2125887029090949,8,0.16666666666666666,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.306105349126183,148.0,0,0.8259608078132257,0.8227552448926828
